Date,Time,open,high,low,close,volume
2025-10-17,09:30:00:000:000:000,6654.5,6656.0,6651.5,6652.25,1158
2025-10-17,09:30:01:000:000:000,6652.25,6654.25,6651.75,6653.25,669
2025-10-17,09:30:02:000:000:000,6653.5,6655.0,6653.0,6654.75,551
2025-10-17,09:30:03:000:000:000,6654.75,6657.0,6654.5,6656.5,447
2025-10-17,09:30:04:000:000:000,6656.5,6657.5,6655.25,6656.0,248
2025-10-17,09:30:05:000:000:000,6656.0,6660.0,6656.0,6657.5,920
2025-10-17,09:30:06:000:000:000,6657.5,6659.25,6657.25,6659.0,377
2025-10-17,09:30:07:000:000:000,6659.0,6660.75,6659.0,6659.75,373
2025-10-17,09:30:08:000:000:000,6659.75,6660.5,6659.75,6660.25,264
2025-10-17,09:30:09:000:000:000,6660.25,6661.0,6659.5,6660.5,260
2025-10-17,09:30:10:000:000:000,6660.5,6660.5,6659.25,6660.0,221
2025-10-17,09:30:11:000:000:000,6659.5,6661.25,6659.5,6660.5,249
2025-10-17,09:30:12:000:000:000,6660.25,6661.25,6660.25,6660.75,113
2025-10-17,09:30:13:000:000:000,6660.5,6660.75,6660.0,6660.25,178
2025-10-17,09:30:14:000:000:000,6660.25,6661.0,6659.25,6659.5,162
2025-10-17,09:30:15:000:000:000,6659.5,6660.0,6658.25,6658.5,363
2025-10-17,09:30:16:000:000:000,6658.5,6658.75,6655.25,6655.25,319
2025-10-17,09:30:17:000:000:000,6655.5,6656.25,6655.0,6655.25,244
2025-10-17,09:30:18:000:000:000,6655.25,6656.5,6655.0,6655.25,174
2025-10-17,09:30:19:000:000:000,6655.5,6656.5,6655.0,6655.25,203
2025-10-17,09:30:20:000:000:000,6655.25,6656.0,6654.75,6655.75,223
2025-10-17,09:30:21:000:000:000,6656.0,6656.25,6654.75,6655.25,250
2025-10-17,09:30:22:000:000:000,6655.0,6655.25,6653.75,6653.75,202
2025-10-17,09:30:23:000:000:000,6653.75,6655.0,6653.5,6654.25,195
2025-10-17,09:30:24:000:000:000,6654.25,6654.5,6651.5,6651.75,301
2025-10-17,09:30:25:000:000:000,6652.25,6652.25,6650.5,6651.75,343
2025-10-17,09:30:26:000:000:000,6651.75,6652.75,6651.25,6651.75,257
2025-10-17,09:30:27:000:000:000,6652.0,6652.25,6650.0,6650.25,338
2025-10-17,09:30:28:000:000:000,6650.5,6651.75,6649.75,6650.5,283
2025-10-17,09:30:29:000:000:000,6650.75,6652.25,6650.75,6651.5,209
2025-10-17,09:30:30:000:000:000,6651.25,6652.0,6651.0,6651.25,253
2025-10-17,09:30:31:000:000:000,6651.0,6651.75,6650.5,6650.75,203
2025-10-17,09:30:32:000:000:000,6650.75,6651.25,6650.5,6650.5,245
2025-10-17,09:30:33:000:000:000,6650.25,6651.75,6649.75,6651.25,391
2025-10-17,09:30:34:000:000:000,6651.0,6651.5,6650.5,6651.0,166
2025-10-17,09:30:35:000:000:000,6650.75,6651.0,6649.75,6650.0,253
2025-10-17,09:30:36:000:000:000,6650.0,6650.25,6649.25,6650.0,240
2025-10-17,09:30:37:000:000:000,6650.25,6650.75,6649.0,6649.25,348
2025-10-17,09:30:38:000:000:000,6649.25,6649.5,6648.5,6648.75,157
